1938		-121.8217		37.29051
1952		-121.8531		37.34496
1747		-122.2939		37.57257
629		-122.4247		37.76821
1872		-121.8844		37.24418
1919		-121.9312		37.32198
1871		-121.8912		37.22829
1929		-121.9457		37.30247
81		-122.4401		37.74062
2319		-122.4324		37.72329
1873		-121.768		37.25525
1909		-121.8659		37.45862
232		-122.1284		37.46376
809		-122.2489		37.81737
1891		-121.8923		37.37634
1729		-122.3713		37.59201
2423		-122.0831		37.68443
62		-121.9769		37.54504
650		-122.4025		37.76145
1829		-122.0026		37.3613
680		-122.3199		37.56538
1529		-122.2171		37.82762
542		-122.4517		37.63957
2251		-122.2035		37.43137
604		-122.0796		37.65784
1631		-121.9282		37.76575
660		-122.4837		37.76013
1329		-121.9799		37.27066
1917		-121.9862		37.31389
2421		-122.2279		37.82242
82		-122.4065		37.75195
1736		-122.205		37.4236
739		-121.9996		37.35486
2021		-122.351		38.37809
1192		-122.4236		38.55331
550		-121.8313		37.33997
2171		-121.9244		37.36558
1721		-122.1658		37.4877
1308		-121.9415		37.33325
1700		-122.4294		37.74939
1518		-122.2816		37.85023
176		-121.8977		37.3161
2145		-121.9357		37.30597
889		-121.9618		37.51707
536		-122.4226		37.7831
2311		-122.4229		37.80527
74		-121.8815		37.316
2466		-122.3905		37.74449
288		-122.1579		37.69737
326		-121.9727		37.53134
169		-122.0947		37.6807
2215		-122.2306		37.79807
99		-122.2337		37.7942
2216		-122.2009		37.8029
1755		-122.2841		37.54572
549		-121.8498		37.2997
646		-122.4476		37.77046
1211		-122.1606		37.46182
2315		-122.4204		37.76963
528		-122.3433		37.585
2322		-122.458		37.72848
458		-122.2709		37.80009
2307		-122.0044		37.50797
608		-122.2801		37.80425
1390		-121.3427		38.66878
111		-121.2678		38.73578
641		-122.42		37.79475
1261		-122.4507		37.78439
1946		-121.8047		37.30691
2357		-121.8401		37.72598
108		-122.1101		37.66779
1454		-122.2996		37.54616
64		-122.0087		37.5373
2355		-121.9749		37.56372
128		-121.8472		37.35521
722		-121.9721		37.31279
1207		-121.9528		37.51898
612		-122.2532		37.82297
98		-122.276		37.8017
2226		-122.0664		37.68111
1074		-122.2935		37.86454
464		-122.2753		37.85004
1058		-122.201		37.83454
624		-122.1035		37.88947
614		-122.0669		37.59372
1531		-122.2206		37.80546
151		-122.2725		37.80891
2395		-121.9927		37.52927
2341		-121.8608		37.02656
268		-122.0298		36.97594
1056		-122.2585		37.80489
644		-122.4128		37.78414
1745		-122.3877		37.57946
649		-122.4399		37.74841
1438		-122.4789		37.6925
744		-122.1133		37.30393
1473		-122.1295		37.47685
394		-122.1899		37.48186
1469		-122.2531		37.47173
434		-122.4233		37.78745
234		-122.3848		37.6208
866		-122.4148		37.79628
1098		-122.1248		37.69882
224		-121.7901		37.66398
2236		-122.1125		37.61121
1457		-122.4157		37.61282
554		-122.0044		37.40196
289		-122.0736		37.63826
222		-121.86		37.70591
986		-121.8003		37.66636
1059		-122.2434		37.79908
1565		-121.9049		37.52724
1448		-122.4185		37.65662
610		-122.2666		37.80696
1571		-122.0606		37.95257
1097		-122.1132		37.68778
1458		-122.4066		37.59399
544		-121.9148		37.33233
886		-122.2639		37.83068
1484		-122.0616		37.62664
284		-122.259		37.82921
1551		-122.0482		37.59178
315		-122.2306		37.4894
1966		-121.5713		37.01559
1727		-122.2105		37.47226
829		-122.0383		37.31143
251		-121.7895		37.25095
696		-121.9095		37.30016
388		-122.1909		37.71353
1236		-121.8869		37.32366
2396		-121.9245		37.49004
2656		-122.0372		37.30318
1748		-122.3264		37.56243
2231		-122.3939		37.60722
1025		-122.0874		37.91242
954		-122.3382		37.9567
1856		-121.815		37.34347
1386		-121.8169		37.24853
1726		-122.1942		37.43507
2686		-122.0583		37.53621
1296		-122.4808		37.76248
2247		-122.2761		37.55867
1749		-122.3388		37.52846
2456		-122.1802		37.45699
338		-122.2404		37.55422
1066		-122.2072		37.73012
2496		-122.4369		37.75976
613		-122.2127		37.80562
1541		-122.1887		37.76918
175		-121.8932		37.3473
2155		-122.0914		37.43732
535		-122.4565		37.77849
2321		-122.4598		37.76383
1451		-122.4844		37.6357
2622		-122.4039		37.77372
2700		-122.4378		37.64514
647		-122.446		37.76521
687		-121.9219		37.34076
65		-121.9759		37.51988
1779		-122.4918		37.72505
387		-122.1082		37.70569
1246		-122.4181		37.77965
859		-122.4805		37.74689
1279		-122.4085		37.77695
1739		-122.4657		37.6877
2682		-122.5869		38.13072
1808		-121.8762		36.98003
1992		-121.8992		37.08446
818		-122.2137		37.48387
1689		-122.4049		37.79032
1838		-122.0721		37.36962
1692		-122.4109		37.7797
2582		-122.3991		37.5892
738		-122.0368		37.34383
2489		-121.9124		37.43726
695		-121.9221		37.31924
2513		-122.1427		37.458
685		-122.2768		37.4887
2613		-122.2934		37.5619
682		-122.3034		37.56585
2643		-122.3896		37.72139
817		-122.2731		37.52643
1699		-122.4304		37.75426
627		-122.3095		37.97534
339		-122.2085		37.47988
605		-122.0951		37.65397
684		-122.2829		37.53171
153		-122.0041		37.33004
2375		-121.9436		37.34306
609		-122.2765		37.81069
264		-122.5224		37.96035
645		-122.4277		37.80218
272		-121.8185		37.3478
1065		-122.1843		37.80428
1455		-122.3031		37.57022
1287		-121.9071		37.45844
397		-122.2233		38.09484
1146		-121.4906		38.57628
1409		-121.621		37.15503
876		-121.8359		37.27214
1437		-122.4624		37.70482
1467		-122.3032		37.50377
1257		-122.4271		37.79254
1471		-122.2546		37.45945
131		-121.8705		37.32287
2595		-121.9727		37.36127
2210		-122.3573		37.9291
347		-122.1231		37.43767
1646		-122.4202		37.73419
1759		-122.2691		37.46325
1271		-122.4053		37.72842
2147		-121.8515		37.32729
822		-121.8811		37.43209
1359		-122.1303		37.42631
2187		-122.3166		37.80392
422		-122.2589		37.77058
152		-122.0222		37.31491
916		-121.9219		37.30324
2113		-121.8		36.7112
2239		-121.5901		36.98129
396		-121.8806		37.35467
380		-121.9462		37.31707
460		-122.2112		37.78073
2146		-121.9395		37.28042
832		-121.8524		37.26174
370		-122.2098		38.10461
470		-122.076		37.58784
742		-122.1277		37.41677
2132		-122.5221		37.95088
2049		-122.7032		38.31488
277		-122.1781		37.7284
2346		-122.2517		37.82637
1258		-122.4385		37.79385
1696		-122.4441		37.75899
369		-122.2153		38.12836
1297		-122.4784		37.71668
52		-121.8353		37.36807
1916		-121.9919		37.30176
2110		-121.9188		36.55128
2269		-121.8492		36.61424
1269		-121.8988		37.42116
1586		-122.0463		37.65476
2157		-122.0181		37.52886
1504		-122.2947		37.83878
385		-122.1796		37.90401
1456		-122.4868		37.58269
1277		-122.4237		37.77748
1526		-122.2418		37.81478
165		-122.4245		37.79415
2111		-121.9138		36.61922
2259		-121.8867		36.59124
123		-122.0226		37.33304
1905		-121.8786		37.34763
2514		-121.8169		37.27305
1825		-122.0583		37.34307
1259		-122.4416		37.78975
1686		-122.3993		37.79969
446		-122.2288		37.80844
1524		-122.282		37.89014
445		-122.4387		37.77832
1534		-122.2506		37.78787
1514		-122.2782		37.87449
285		-122.3043		37.81783
1170		-121.9227		36.55924
69		-121.8446		36.60125
478		-122.264		38.00011
1204		-122.0257		38.30029
2401		-122.2562		37.88464
1032		-122.138		37.87769
431		-122.2561		37.87306
1674		-122.4158		37.78314
1462		-122.2067		37.77163
602		-122.0678		37.68683
2197		-122.0277		38.03452
322		-122.2537		37.81363
286		-122.285		37.80561
1045		-122.2577		37.81533
1559		-122.2776		37.79582
885		-122.2578		37.84752
1588		-121.8377		37.66113
595		-122.1842		37.73398
1578		-121.8028		37.57446
452		-122.4207		37.79836
1464		-122.2896		37.53619
2460		-122.408		37.80229
225		-122.3533		37.94165
1655		-122.3351		37.9309
965		-122.3961		37.73247
676		-122.4667		37.69826
1298		-122.4617		37.78558
155		-122.0428		37.39077
1515		-122.2604		37.87774
1120		-122.5016		37.93036
1533		-122.246		37.79352
447		-122.142		37.69735
1542		-122.1885		37.75406
194		-122.2652		37.84163
679		-122.3646		37.58139
665		-122.4208		37.7105
1528		-122.2166		37.84712
334		-122.0228		37.96986
1180		-122.3693		38.39372
209		-122.4034		37.71648
2209		-122.331		37.97185
1090		-122.1742		37.72378
1691		-122.4119		37.78573
678		-122.4339		37.61774
675		-122.4153		37.70443
1538		-122.2191		37.77855
448		-122.0183		37.5703
597		-122.2968		37.87419
1540		-122.1757		37.77481
42		-121.9392		37.73222
950		-122.5924		37.9236
2406		-122.4311		37.86227
2530		-122.1571		37.76137
100		-122.3304		37.98226
221		-121.8992		37.66929
1695		-122.331		37.78442
417		-122.3229		37.91678
1814		-121.4766		38.56223
1100		-122.1127		37.67616
1064		-122.2038		37.77695
60		-122.0537		37.57194
235		-121.8803		37.33302
1555		-122.0401		37.57495
1910		-121.9646		37.35955
702		-121.8339		37.33609
820		-121.8899		37.28432
1284		-121.8779		37.3838
1912		-121.986		37.34222
1051		-122.3391		37.9486
617		-122.0719		37.98104
80		-122.4382		37.78143
1925		-121.9232		37.25619
1332		-121.9828		37.25518
2601		-122.4508		37.76547
2202		-122.0223		37.8091
1907		-121.8758		37.33011
919		-121.9823		37.36063
2377		-122.0862		37.369
2620		-122.2785		37.86666
1030		-122.2556		37.84098
827		-121.7103		37.90782
469		-122.0938		37.63585
488		-122.0561		37.93862
25		-121.9796		38.34321
1071		-122.2706		37.88217
2370		-122.0062		37.3464
888		-122.1023		37.66326
2603		-122.1319		37.74078
1933		-121.9546		37.24193
659		-122.4451		37.72968
2316		-122.414		37.75128
2313		-122.4296		37.78345
345		-122.0751		37.40105
957		-122.0418		37.60178
594		-122.1929		37.77752
1906		-121.8662		37.34567
929		-121.8553		37.40278
1050		-122.2526		37.98369
58		-122.2734		37.84326
1852		-122.1581		37.42252
1850		-122.1215		37.39266
1936		-122.0056		37.25951
2515		-121.8442		37.24012
38		-121.4812		37.20584
907		-122.4475		37.77854
2245		-122.3232		37.52323
927		-122.1092		37.42621
2275		-121.8475		38.00231
1870		-121.855		37.22119
1648		-122.4559		37.75853
91		-122.2554		37.51077
1510		-122.2847		37.77764
1649		-122.4679		37.76305
1361		-122.1262		37.37626
1511		-122.2594		37.85866
1932		-121.9632		37.2761
1921		-121.9207		37.29857
2521		-121.9027		37.24938
1911		-121.9913		37.36098
1981		-122.0872		37.07863
1431		-122.0598		37.02809
1928		-121.8845		37.26819
1331		-121.9774		37.23789
1951		-122.4124		37.71314
1731		-122.4562		37.69753
1014		-121.8362		37.99
1934		-121.9885		37.21886
1054		-122.2849		37.90716
1923		-121.927		37.28696
1381		-121.8698		37.19885
2607		-122.176		37.42969
1273		-122.4543		37.7116
9		-122.4165		37.7857
1597		-122.088		37.64277
1785		-121.2901		37.94398
11		-121.9749		37.76419
465		-122.0634		37.6996
104		-122.0094		37.55459
892		-121.9508		37.75506
1869		-122.1296		37.35356
935		-122.2341		37.45643
119		-122.2579		37.4984
2488		-121.8049		37.2629
47		-122.1665		37.74645
1893		-121.8827		37.39937
125		-122.1158		37.40654
1875		-121.8589		37.25295
875		-121.8236		37.33198
828		-121.7681		37.98749
1624		-121.7968		37.99054
1244		-122.4095		37.79466
1604		-122.0568		37.97945
1734		-122.1866		37.46675
136		-121.9435		38.33207
572		-122.015		38.27725
184		-121.8971		37.32792
78		-122.3872		37.72774
1114		-122.494		38.04868
1877		-121.7943		37.23312
1044		-121.9754		37.99567
1547		-122.317		37.99438
541		-122.4788		37.68216
2464		-122.5066		37.75624
79		-122.4194		37.79089
1737		-122.2162		37.37693
154		-122.0103		37.35863
392		-122.0758		37.62498
1724		-122.146		37.46703
2480		-121.9493		37.77314
1026		-122.0448		37.89409
2606		-122.4448		37.80364
382		-121.9613		37.5357
945		-122.7073		38.34191
537		-122.4297		37.77602
2504		-122.5032		37.59003
468		-122.1263		37.67106
651		-122.4123		37.75583
96		-122.2869		37.86604
1537		-122.2083		37.79307
2169		-122.0219		37.40154
1063		-122.2121		37.7623
1283		-121.785		37.37394
815		-122.1021		37.62954
1310		-121.9579		37.2981
1930		-121.9494		37.27533
1220		-121.916		37.27395
805		-122.1428		37.72734
2218		-122.1865		37.78168
1300		-122.473		37.7698
2403		-122.249		37.86205
473		-121.9509		37.54579
555		-121.9484		37.3846
652		-122.4125		37.73227
86		-122.1015		37.41009
2534		-121.7068		37.95735
1735		-122.3449		37.56768
2535		-121.9577		37.30841
697		-121.9262		37.2734
1940		-121.8373		37.30208
487		-121.9001		38.01325
415		-122.0827		38.001
698		-121.8867		37.27748
1519		-122.1523		37.74711
1781		-122.3988		37.75389
623		-121.9772		37.74515
1644		-122.2128		37.95149
1449		-122.407		37.6505
1725		-122.1861		37.4437
699		-121.8544		37.27784
1920		-121.9251		37.31295
2025		-122.4727		38.47551
2160		-122.6642		38.47814
2133		-122.5242		37.92511
1080		-122.3003		37.83915
2052		-122.6849		38.3385
764		-122.7481		38.47985
2448		-122.2562		37.52805
2588		-122.0371		38.27813
92		-121.5243		38.57169
2495		-122.4483		37.77437
457		-122.2735		37.82065
615		-122.0179		37.58085
1439		-121.991		37.02837
2135		-122.5412		37.91287
1060		-122.2294		37.77501
977		-121.7886		37.30235
1452		-122.4822		37.61812
2454		-122.3178		37.55257
858		-122.4428		37.71949
2332		-122.2681		37.85956
906		-122.4318		37.79735
867		-122.4351		37.78509
304		-122.0547		37.41728
87		-122.0967		37.4176
964		-122.4419		37.79771
1272		-122.429		37.71991
534		-122.4518		37.7887
893		-122.3467		37.97505
467		-122.1141		37.69887
814		-122.1115		37.69289
563		-121.8772		37.23022
2244		-122.3469		37.54571
2115		-122.5607		38.08992
1260		-122.4398		37.78679
908		-122.3956		37.76271
1832		-122.0612		37.37945
963		-122.4128		37.78869
1282		-122.4266		37.74552
1446		-122.4197		37.66914
505		-121.5022		38.58248
2152		-121.8678		37.35859
532		-122.4111		37.80653
2554		-122.5076		37.89364
